,id_left,text_left,id_right,text_right,,,label
5716,D-5717,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive bettery terminal is separated by a gap from terminal 2.,,,1
5717,D-5718,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive bettery terminal is separated by a gap from terminal 2.,,,1
5718,D-5719,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive bettery terminal is separated by a gap from terminal 2.,,,1
5719,D-5720,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,there is a gap between the two of them,,,1
5720,D-5721,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,there is a gap between the two of them,,,1
5721,D-5722,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,there is a gap between the two of them,,,1
5722,D-5723,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,there is a gap between the two of them,,,1
5723,D-5724,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,there is a gap between the two of them,,,1
5724,D-5725,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,because the positive battery terminal is seperated by a gap from terminal 2,,,1
5725,D-5726,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,because the positive battery terminal is seperated by a gap from terminal 2,,,1
5726,D-5727,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,because the positive battery terminal is seperated by a gap from terminal 2,,,1
5727,D-5728,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,because the positive battery terminal is seperated by a gap from terminal 2,,,1
5728,D-5729,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,because the positive battery terminal is seperated by a gap from terminal 2,,,1
5729,D-5730,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,the positive battery terminal is seperated by a gap from terminal 2.,,,1
5730,D-5731,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,the positive battery terminal is seperated by a gap from terminal 2.,,,1
5731,D-5732,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,the positive battery terminal is seperated by a gap from terminal 2.,,,1
5732,D-5733,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,the positive battery terminal is seperated by a gap from terminal 2.,,,1
5733,D-5734,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,the positive battery terminal is seperated by a gap from terminal 2.,,,1
5734,D-5735,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery terminal is separated by a gap from terminal 1.,,,0
5735,D-5736,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery terminal is separated by a gap from terminal 1.,,,0
5736,D-5737,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery terminal is separated by a gap from terminal 1.,,,0
5737,D-5738,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery terminal is separated by a gap from terminal 1.,,,0
5738,D-5739,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery terminal is separated by a gap from terminal 1.,,,0
5739,D-5740,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,Terminal 2 and the positive terminal had different electrical states.,,,0
5740,D-5741,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,Terminal 2 and the positive terminal had different electrical states.,,,0
5741,D-5742,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,Terminal 2 and the positive terminal had different electrical states.,,,0
5742,D-5743,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,Terminal 2 and the positive terminal had different electrical states.,,,0
5743,D-5744,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,Terminal 2 and the positive terminal had different electrical states.,,,0
5744,D-5745,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,separated by a gap,,,0
5745,D-5746,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,separated by a gap,,,0
5746,D-5747,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,separated by a gap,,,0
5747,D-5748,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,separated by a gap,,,0
5748,D-5749,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,separated by a gap,,,0
5749,D-5750,Terminal 2 and the positive terminal are separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery is separated by a gap from terminal 2.,,,1
5750,D-5751,Terminal 2 and the positive terminal are not connected,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery is separated by a gap from terminal 2.,,,1
5751,D-5752,terminal 2 is connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery is separated by a gap from terminal 2.,,,1
5752,D-5753,terminal 2 is not separated from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery is separated by a gap from terminal 2.,,,1
5753,D-5754,Terminal 2 and the positive battery terminal are in different electrical states,BULB_C_VOLTAGE_EXPLAIN_WHY2,The positive battery is separated by a gap from terminal 2.,,,1
5754,D-5755,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5755,D-5756,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5756,D-5757,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5757,D-5758,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5758,D-5759,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5759,D-5760,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5760,D-5761,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is no gap between the positive battery terminal and terminal 6,,,1
5761,D-5762,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5762,D-5763,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5763,D-5764,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5764,D-5765,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5765,D-5766,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5766,D-5767,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5767,D-5768,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the positive terminal,,,1
5768,D-5769,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5769,D-5770,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5770,D-5771,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5771,D-5772,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5772,D-5773,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5773,D-5774,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5774,D-5775,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6,,,1
5775,D-5776,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5776,D-5777,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5777,D-5778,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5778,D-5779,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5779,D-5780,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5780,D-5781,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5781,D-5782,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is connected to terminal 6.,,,1
5782,D-5783,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5783,D-5784,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5784,D-5785,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5785,D-5786,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5786,D-5787,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5787,D-5788,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5788,D-5789,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,termonal 6 is connected to the positive battery terminal.,,,1
5789,D-5790,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5790,D-5791,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5791,D-5792,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5792,D-5793,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5793,D-5794,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5794,D-5795,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5795,D-5796,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,because there is no gap between the positive battery terminal and terminal 6.,,,1
5796,D-5797,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5797,D-5798,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5798,D-5799,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5799,D-5800,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5800,D-5801,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5801,D-5802,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5802,D-5803,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive batter terminal and terminal 6 were connected.,,,1
5803,D-5804,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5804,D-5805,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5805,D-5806,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5806,D-5807,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5807,D-5808,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5808,D-5809,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5809,D-5810,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,Because the positive battery terminal and terminal 6 were connected.,,,1
5810,D-5811,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5811,D-5812,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5812,D-5813,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5813,D-5814,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5814,D-5815,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5815,D-5816,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5816,D-5817,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is directly connected to terminal 6,,,1
5817,D-5818,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5818,D-5819,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5819,D-5820,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5820,D-5821,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5821,D-5822,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5822,D-5823,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5823,D-5824,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,there is a gap between the postive terminal 6,,,0
5824,D-5825,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5825,D-5826,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5826,D-5827,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5827,D-5828,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5828,D-5829,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5829,D-5830,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5830,D-5831,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal 6 is connected to the difference,,,0
5831,D-5832,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5832,D-5833,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5833,D-5834,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5834,D-5835,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5835,D-5836,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5836,D-5837,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5837,D-5838,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6,,,1
5838,D-5839,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5839,D-5840,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5840,D-5841,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5841,D-5842,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5842,D-5843,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5843,D-5844,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5844,D-5845,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative battery terminal is separated by a gap from terminal 6 and bulb c is damaged,,,1
5845,D-5846,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5846,D-5847,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5847,D-5848,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5848,D-5849,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5849,D-5850,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5850,D-5851,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5851,D-5852,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the,,,0
5852,D-5853,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5853,D-5854,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5854,D-5855,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5855,D-5856,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5856,D-5857,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5857,D-5858,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5858,D-5859,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the negative,,,0
5859,D-5860,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5860,D-5861,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5861,D-5862,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5862,D-5863,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5863,D-5864,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5864,D-5865,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5865,D-5866,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,The positive battery terminal is not separated by a gap from terminal 6.,,,1
5866,D-5867,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5867,D-5868,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5868,D-5869,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5869,D-5870,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5870,D-5871,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5871,D-5872,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5872,D-5873,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,The gap prevents the terminals from being closed,,,0
5873,D-5874,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5874,D-5875,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5875,D-5876,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5876,D-5877,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5877,D-5878,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5878,D-5879,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5879,D-5880,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,terminal is connected to postive terminal of the battery,,,1
5880,D-5881,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5881,D-5882,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5882,D-5883,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5883,D-5884,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5884,D-5885,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5885,D-5886,terminal 6 is separated by a gap from the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5886,D-5887,Terminal 6 and the positive battery terminal are in the same electrical state,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is no seperated by a gap from terminal 6,,,1
5887,D-5888,Terminal 6 and the positive terminal are connected,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is not seperated by a gap from terminal 6,,,1
5888,D-5889,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is not seperated by a gap from terminal 6,,,1
5889,D-5890,Terminal 6 and the positive terminal are not separated by the gap,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is not seperated by a gap from terminal 6,,,1
5890,D-5891,terminal 6 is not connected to the negative battery terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is not seperated by a gap from terminal 6,,,1
5891,D-5892,There is no gap between terminal 6 and the positive terminal,BULB_C_VOLTAGE_EXPLAIN_WHY6,the positive battery terminal is not seperated by a gap from terminal 6,,,1
